温度基准,策略,城市,情景,建筑ID,楼层,夜间总时数,不舒适小时数
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_10_1995_S0,STOREY_13,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_10_1995_S0,STOREY_14,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_10_1995_S0,STOREY_15,1840,19
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_10_1995_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_12,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_13,1840,10
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_12_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_12,1840,25
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_15_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_3,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_4,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_5,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_6,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_7,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_8,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_9,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_10,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_11,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_12,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_13,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_14,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_15,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_16,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_17,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_18,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_19,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_20,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_21,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_22,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_23,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_24,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_25,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_26,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_27,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_13_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_1,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_2,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_3,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_4,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_5,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_6,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_7,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_8,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_9,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_10,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_11,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_12,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_13,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_14,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_15,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_16,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_17,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_14_2015_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_3,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_4,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_5,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_6,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_7,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_8,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_9,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_10,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_11,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_12,1840,2
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_13,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_14,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_15,1840,12
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_1_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_10,1840,4
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_11,1840,27
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_2_1980_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_12,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_13,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_14,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_15,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_16,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_17,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_3_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_12,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_13,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_14,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_15,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_16,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_17,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_18,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_19,1840,26
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_4_1995_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_1,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_2,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_3,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_4,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_5,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_6,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_7,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_8,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_9,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_10,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_11,1840,10
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_6_2015_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_9,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_10,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_11,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_12,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_13,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_14,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_15,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_16,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_17,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_18,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_19,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_20,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_21,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_22,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_23,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_24,1840,9
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_5_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_2,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_3,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_4,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_5,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_6,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_7,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_8,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_9,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_10,1840,16
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_7_2005_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_10_1980_S0,STOREY_1,1840,39
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_10_1980_S0,STOREY_2,1840,78
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_10_1980_S0,STOREY_0,1840,6
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_11_1980_S0,STOREY_1,1840,28
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_11_1980_S0,STOREY_2,1840,73
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_11_1980_S0,STOREY_0,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_12_1995_S0,STOREY_1,1840,18
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_12_1995_S0,STOREY_2,1840,57
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_12_1995_S0,STOREY_0,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_13_1980_S0,STOREY_1,1840,80
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_13_1980_S0,STOREY_0,1840,10
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_14_2005_S0,STOREY_1,1840,22
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_14_2005_S0,STOREY_2,1840,60
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_14_2005_S0,STOREY_0,1840,7
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_15_1995_S0,STOREY_1,1840,105
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_15_1995_S0,STOREY_2,1840,128
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_15_1995_S0,STOREY_0,1840,11
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_2_1995_S0,STOREY_0,1840,0
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_1_1980_S0,STOREY_1,1840,13
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_1_1980_S0,STOREY_2,1840,35
26°C,定容,shang4hai3shi4,2060 RCP 8.5,shang4hai3shi4_0_1_1980_S0,STOREY_0,1840,5
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_1,1840,1
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_2,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_3,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_4,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_5,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_6,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_7,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_8,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_9,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_10,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_11,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_12,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_13,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_14,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_15,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_16,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_17,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_18,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_19,1840,3
26°C,定容,shang4hai3shi4,2060 RCP 4.5,shang4hai3shi4_2_8_2005_S0,STOREY_20,1840,3
